Index,GPS time,EKF Temp,EKF Tick,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel,EKF Tick SF,EKF Gyro SF,EKF Gyro Bias,EKF Tick SF Calib,EKF Gyro SF Calib,EKF Gyro B Calib
314,,32.29,,-8.94,-1.48,0.21,-9.87,-2.83,3.40,,,,,,
315,2018:522689.000,32.28,,1.44,-4.07,4.38,-9.54,-3.02,3.43,,,,,,
316,2018:522689.000,,,,,,,,,,,,,,
317,,32.29,,-1.63,-2.03,4.86,-10.13,-3.04,3.53,,,,,,
318,,32.28,,4.26,-2.69,1.56,-9.70,-3.30,3.41,,,,,,
319,2018:522690.000,32.27,,-1.04,-1.92,1.53,-9.25,-3.03,3.31,,,,,,
320,2018:522690.000,,,,,,,,,,,,,,
321,2018:522690.000,32.28,,0.39,-1.46,-2.94,-8.85,-2.82,3.09,,,,,,
322,,32.30,,-0.18,-0.30,-1.88,-9.46,-2.98,3.13,,,,,,
323,2018:522691.000,32.28,,2.12,0.77,-4.99,-8.89,-3.04,2.92,,,,,,
324,2018:522691.000,,,,,,,,,,,,,,
325,2018:522691.000,32.28,,0.27,1.34,-0.79,-9.51,-2.97,3.00,,,,,,
326,,32.29,,-0.41,1.34,-0.99,-9.56,-3.18,3.13,,,,,,
327,,32.28,,-1.68,2.24,3.09,-9.03,-2.70,2.90,,,,,,
328,2018:522692.000,32.28,,0.44,0.36,0.78,,,,,,,,,
329,2018:522692.000,32.28,,1.56,-0.33,-4.69,-9.32,-2.93,2.98,,,,,,
330,,32.28,,4.84,-1.05,-1.44,-8.96,-2.38,2.80,,,,,,
331,,32.27,,1.27,2.04,-2.08,-9.35,-2.34,2.87,,,,,,
332,2018:522693.000,32.28,,-1.26,-0.55,3.96,-10.01,-2.62,3.12,,,,,,
333,2018:522693.000,,,,,,,,,,,,,,
334,,32.28,,-2.13,1.29,4.00,-9.73,-2.47,2.94,,,,,,
335,,32.29,,-2.65,0.41,6.88,-9.69,-2.56,3.20,,,,,,
336,,32.29,,0.75,-1.66,-3.47,-9.52,-2.84,3.03,,,,,,
337,2018:522694.000,,,,,,,,,,,,,,
338,2018:522694.000,32.30,,-1.27,-0.41,6.42,-9.52,-2.57,3.24,,,,,,
339,,32.29,,3.30,-0.96,-4.01,-9.18,-2.46,2.96,,,,,,
340,,32.30,,1.39,0.68,-5.25,-9.74,-2.56,3.02,,,,,,
341,2018:522695.000,32.28,,-0.49,-0.13,2.94,-9.46,-2.63,3.08,,,,,,
342,2018:522695.000,,,,,,,,,,,,,,
343,2018:522695.000,32.28,,0.77,-0.68,0.55,-9.08,-2.37,3.02,,,,,,
344,,32.28,,2.77,0.54,-3.76,-8.74,-2.48,2.69,,,,,,
345,,32.28,,0.37,0.94,10.42,-9.41,-2.68,3.35,,,,,,
346,2018:522696.000,32.29,,1.38,-1.30,6.63,,,,,,,,,
347,2018:522696.000,,,,,,,,,,,,,,
348,,32.28,,-0.33,-1.30,5.84,-9.48,-2.86,3.28,,,,,,
349,,32.28,,0.87,-1.04,-1.24,-9.40,-2.92,3.10,,,,,,
350,2018:522697.000,32.29,,-0.50,0.15,1.88,-9.17,-2.81,3.04,,,,,,
351,2018:522697.000,,,,,,,,,,,,,,
352,2018:522697.000,32.29,,0.36,-0.26,0.51,-9.32,-2.85,3.24,,,,,,
353,,32.28,,2.67,-0.14,-1.90,-9.48,-2.90,3.09,,,,,,
354,,32.29,,1.46,0.52,-3.46,-9.21,-2.37,2.80,,,,,,
355,2018:522698.000,32.29,,1.10,0.01,-2.86,-9.47,-2.75,2.98,,,,,,
356,2018:522698.000,,,,,,,,,,,,,,
357,2018:522698.000,32.29,,-0.53,1.56,0.20,-9.50,-2.54,3.02,,,,,,
358,,32.28,,-1.40,1.24,4.06,-9.45,-2.61,3.18,,,,,,
359,,32.30,,-0.05,0.05,0.89,-9.48,-2.75,3.07,,,,,,
360,2018:522699.000,,,,,,,,,,,,,,
361,2018:522699.000,32.29,,0.12,0.56,-0.74,-9.32,-2.54,3.08,,,,,,
362,,32.28,,0.07,-2.65,4.90,-9.51,-2.39,3.41,,,,,,
363,,32.29,,3.57,-3.99,-3.60,-9.41,-2.65,3.51,,,,,,
364,2018:522700.000,32.29,,-0.59,-3.33,5.77,,,,,,,,,
365,2018:522700.000,32.29,,1.85,-7.49,-1.16,-9.16,-2.54,3.55,,,,,,
366,,32.28,,13.42,-3.98,8.45,-7.48,-2.10,3.12,,,,,,
367,,32.27,,4.40,-2.56,-1.85,-9.95,-2.85,3.74,,,,,,
368,2018:522701.000,32.27,,2.12,-8.68,-0.94,-8.48,-2.17,3.13,,,,,,
369,2018:522701.000,,,,,,,,,,,,,,
370,2018:522701.000,32.30,,6.94,-10.58,3.41,-8.71,-2.82,3.65,,,,,,
371,,32.28,,4.39,-11.89,-6.43,-9.05,-2.88,3.46,,,,,,
372,,32.29,,1.85,-9.69,1.31,-9.07,-2.58,3.46,,,,,,
373,2018:522702.000,,,,,,,,,,,,,,
374,2018:522702.000,32.27,,6.79,-7.70,-12.35,-8.65,-2.87,3.12,,,,,,
375,,32.29,,-22.39,-25.78,13.15,-5.75,-2.60,5.08,,,,,,
376,,32.30,,-18.56,3.82,15.86,-8.71,-2.93,2.89,,,,,,
377,2018:522703.000,32.29,,5.25,-8.31,-4.17,,,,,,,,,
378,2018:522703.000,,,,,,-8.49,-2.88,3.41,,,,,,
379,,32.30,,6.81,-17.09,-7.55,-8.43,-3.69,3.55,,,,,,
380,,32.27,,4.16,-15.55,-4.40,-8.92,-3.74,4.24,,,,,,
381,2018:522704.000,32.29,,5.08,-19.32,-6.15,-8.49,-3.71,4.02,,,,,,
382,2018:522704.000,,,,,,,,,,,,,,
383,2018:522704.000,32.29,,6.85,-20.70,-8.85,-8.62,-3.80,4.17,,,,,,
384,,32.29,,6.75,-21.45,-8.43,-8.86,-3.72,4.81,,,,,,
385,,32.29,,7.05,-21.80,-6.68,-9.20,-2.97,4.76,,,,,,
386,2018:522705.000,,,,,,,,,,,,,,
387,2018:522705.000,32.28,,6.81,-20.74,-6.06,-8.63,-3.02,4.61,,,,,,
388,,32.29,,4.95,-13.47,-5.45,-8.70,-3.27,3.43,,,,,,
389,,32.29,,1.64,-8.36,-1.53,-8.72,-3.57,4.01,,,,,,
390,,32.30,,1.53,-10.44,-6.21,-8.86,-3.26,3.78,,,,,,
391,2018:522706.000,,,,,,,,,,,,,,
392,2018:522706.000,32.28,,1.50,-14.38,-4.96,-9.09,-3.75,4.39,,,,,,
393,,32.29,,3.47,-15.08,-7.10,-8.80,-3.13,4.25,,,,,,
394,,32.29,,-21.98,-4.94,4.86,-8.29,-2.82,3.59,,,,,,
395,2018:522707.000,32.29,,3.39,-10.37,2.01,-5.66,-3.03,3.27,,,,,,
396,2018:522707.000,,,,,,,,,,,,,,
397,,32.28,,4.98,-7.38,-3.83,-7.38,-3.49,3.87,,,,,,
398,,32.30,,4.92,-6.15,-6.05,-8.69,-3.88,3.60,,,,,,
399,,32.30,,3.40,-5.14,-3.95,-8.82,-4.12,3.38,,,,,,
400,2018:522708.000,,,,,,,,,,,,,,
401,2018:522708.000,32.27,,10.03,0.04,-7.30,-8.27,-4.05,3.25,,,,,,
402,,32.30,,0.35,-2.29,2.17,-8.33,-4.18,3.33,,,,,,
403,,32.29,,1.17,-0.78,0.60,-8.85,-4.16,3.22,,,,,,
404,2018:522709.000,32.29,,-1.93,-0.20,0.71,-9.10,-3.89,3.30,,,,,,
405,2018:522709.000,,,,,,,,,,,,,,
406,,32.31,,1.89,0.58,-13.27,-9.08,-3.72,3.10,,,,,,
407,,32.30,,2.19,1.22,0.35,-9.48,-3.77,3.26,,,,,,
408,,32.32,,1.24,2.68,2.60,-8.90,-3.56,3.20,,,,,,
409,2018:522710.000,,,,,,,,,,,,,,
410,2018:522710.000,32.31,,-6.38,0.25,2.39,-9.50,-3.63,3.28,,,,,,
411,,32.31,,-6.50,-1.48,-0.81,-9.82,-4.23,3.56,,,,,,
412,,32.30,,6.13,-0.58,0.84,-9.17,-4.34,3.42,,,,,,
413,2018:522711.000,32.29,,0.01,2.30,0.12,-8.84,-3.93,3.36,,,,,,
414,2018:522711.000,,,,,,-8.58,-3.74,3.00,,,,,,
415,,32.30,,-3.44,-0.99,0.37,-8.96,-3.91,3.30,,,,,,
416,,32.29,,2.02,-1.50,1.24,-9.32,-4.24,3.55,,,,,,
417,,32.30,,2.20,-1.45,-0.46,-9.03,-4.14,3.48,,,,,,
418,2018:522712.000,,,,,,,,,,,,,,
419,2018:522712.000,32.30,,1.01,1.44,-4.34,-8.47,-3.62,3.16,,,,,,
420,,32.30,,-5.57,-2.93,-1.84,-9.11,-3.38,3.27,,,,,,
421,,32.29,,0.06,-1.91,2.05,-9.54,-3.64,3.45,,,,,,
422,2018:522713.000,32.30,,0.69,0.03,-3.92,-8.90,-3.37,3.32,,,,,,
423,2018:522713.000,,,,,,,,,,,,,,
424,,32.32,,-1.52,-0.72,-0.28,-9.29,-3.40,3.39,,,,,,
425,,32.31,,0.29,-1.73,-0.15,-9.34,-3.42,3.39,,,,,,
426,,32.30,,-0.58,-2.08,5.14,-9.30,-3.37,3.44,,,,,,
427,2018:522714.000,,,,,,,,,,,,,,
428,2018:522714.000,,,,,,-8.68,-3.18,3.18,,,,,,
429,,32.30,,-0.59,-0.46,1.42,-8.92,-3.22,3.06,,,,,,
430,,32.31,,2.67,-1.30,-0.10,-8.93,-3.34,3.21,,,,,,
431,2018:522715.000,32.30,,4.04,1.62,-6.59,-8.83,-3.32,3.05,,,,,,
432,2018:522715.000,,,,,,,,,,,,,,
433,,32.31,,0.87,0.94,3.42,-9.75,-3.53,3.35,,,,,,
434,,32.31,,-2.33,-1.85,-0.32,-9.76,-3.50,3.29,,,,,,
435,,32.30,,2.02,-0.47,-2.17,-9.56,-3.57,3.36,,,,,,
436,2018:522716.000,,,,,,,,,,,,,,
437,2018:522716.000,,,,,,-8.59,-3.07,3.10,,,,,,
438,,32.32,,-0.62,1.32,0.08,-9.58,-3.45,3.41,,,,,,
439,,32.32,,-1.48,-1.12,1.09,-9.49,-2.88,3.20,,,,,,
440,2018:522717.000,32.31,,9.31,4.15,3.31,-8.71,-3.32,2.92,,,,,,
441,2018:522717.000,,,,,,,,,,,,,,
442,2018:522717.000,32.31,,8.51,-1.13,12.22,-12.36,-4.18,4.26,,,,,,
443,,32.31,,-26.25,-4.63,29.69,-10.91,-5.02,3.10,,,,,,
444,,32.31,,0.28,-1.43,-0.65,-8.63,-3.45,2.85,,,,,,
445,2018:522718.000,,,,,,,,,,,,,,
446,2018:522718.000,,,,,,-8.40,-3.80,3.07,,,,,,
447,,32.31,,1.08,-1.06,3.56,-8.79,-3.69,3.05,,,,,,
448,,32.31,,-0.39,-1.05,2.04,-9.09,-4.03,3.19,,,,,,
449,2018:522719.000,32.33,,-0.30,0.76,-0.26,-8.78,-3.74,3.06,,,,,,
450,2018:522719.000,32.32,,-0.15,-0.74,1.02,-8.97,-3.86,3.25,,,,,,
451,2018:522719.000,32.33,,0.80,0.67,-2.41,-8.76,-3.74,2.95,,,,,,
452,,32.31,,0.64,-2.24,-5.17,-8.62,-3.91,2.83,,,,,,
453,,32.31,,1.69,1.23,0.63,-9.33,-3.84,3.35,,,,,,
454,2018:522720.000,32.32,,3.30,-1.84,-1.91,-8.86,-3.81,3.06,,,,,,
455,2018:522720.000,,,,,,,,,,,,,,
456,2018:522720.000,32.31,,1.36,-0.15,-2.14,-8.43,-3.68,2.81,,,,,,
457,,32.31,,0.02,-0.02,-1.60,-8.60,-3.50,2.80,,,,,,
458,,32.31,,0.08,0.90,-3.11,-9.48,-3.89,2.90,,,,,,
459,2018:522721.000,32.32,,3.58,0.00,-5.38,-8.56,-3.84,2.88,,,,,,
460,2018:522721.000,,,,,,,,,,,,,,
461,2018:522721.000,32.32,,-3.43,0.71,4.10,-9.87,-4.29,3.18,,,,,,
462,,32.32,,-0.14,0.24,3.32,-9.60,-4.18,3.34,,,,,,
463,,32.31,,1.68,-0.88,-2.48,-8.99,-4.21,3.12,,,,,,
464,2018:522722.000,32.34,,-0.99,-1.09,0.76,-8.47,-3.97,3.15,,,,,,
465,2018:522722.000,,,,,,,,,,,,,,
466,2018:522722.000,32.32,,-0.24,-1.50,0.76,-9.25,-4.35,3.57,,,,,,
467,,32.32,,0.66,-1.92,0.31,-9.27,-4.24,3.58,,,,,,
468,,32.32,,1.23,-2.27,-1.03,-8.91,-3.82,3.46,,,,,,
469,2018:522723.000,32.32,,0.48,-2.58,0.19,-9.03,-4.01,3.45,,,,,,
470,2018:522723.000,,,,,,,,,,,,,,
471,2018:522723.000,32.32,,2.20,-3.63,-3.87,-8.61,-3.99,3.07,,,,,,
472,,32.32,,0.63,-1.72,-0.60,-8.53,-3.63,3.25,,,,,,
473,,32.31,,0.92,-1.56,-2.23,-9.04,-3.93,3.49,,,,,,
474,,32.32,,0.89,-1.82,-1.00,-9.36,-3.82,3.48,,,,,,
475,2018:522724.000,,,,,,,,,,,,,,
476,2018:522724.000,,,,,,,,,,,,,,
477,,32.32,,0.12,-3.08,-0.74,-8.92,-3.65,3.37,,,,,,
478,,32.32,,-1.15,0.27,2.41,-8.97,-3.29,3.18,,,,,,
479,,32.31,,-1.05,0.41,4.85,-10.18,-4.01,3.43,,,,,,
480,2018:522725.000,,,,,,,,,,,,,,
481,2018:522725.000,,,,,,,,,,,,,,
482,,32.31,,-0.03,-0.69,1.77,-9.33,-3.94,3.28,,,,,,
483,,32.33,,-0.05,-2.87,-3.02,-9.38,-4.42,3.25,,,,,,
484,,32.31,,0.98,-0.37,-0.56,-8.09,-3.66,2.71,,,,,,
485,2018:522726.000,32.33,,2.99,-1.80,-4.82,,,,,,,,,
486,2018:522726.000,,,,,,,,,,,,,,
487,2018:522726.000,32.32,,0.77,-2.88,-3.28,-8.41,-3.66,2.92,,,,,,
488,,32.30,,-1.45,0.07,3.14,-9.63,-3.86,3.19,,,,,,
489,,32.32,,-0.32,0.83,4.32,-9.72,-3.97,3.14,,,,,,
490,2018:522727.000,32.31,,-0.29,0.44,0.64,-9.79,-3.77,3.12,,,,,,
491,2018:522727.000,,,,,,,,,,,,,,
492,2018:522727.000,32.31,,0.74,2.17,-5.16,-9.81,-3.76,2.85,,,,,,
493,,32.32,,-1.71,1.66,6.39,-9.14,-3.72,2.72,,,,,,
494,,32.31,,4.76,3.38,-5.76,-8.75,-3.78,2.53,,,,,,
495,2018:522728.000,32.32,,1.98,2.56,-0.32,-9.38,-4.00,2.77,,,,,,
496,2018:522728.000,,,,,,,,,,,,,,
497,2018:522728.000,32.31,,-0.77,2.27,4.73,-8.77,-3.69,2.65,,,,,,
498,,32.32,,-1.54,2.33,2.09,-9.20,-3.76,2.85,,,,,,
499,,32.32,,3.39,2.09,-2.91,-9.13,-3.97,2.82,,,,,,
500,2018:522729.000,32.32,,-1.23,0.94,1.56,-8.80,-3.42,2.78,,,,,,
501,2018:522729.000,,,,,,,,,,,,,,
502,2018:522729.000,32.32,,-2.23,1.02,2.22,-8.99,-3.65,2.70,,,,,,
503,,32.32,,-2.22,0.98,0.44,-8.63,-3.27,2.63,,,,,,
504,,32.32,,0.38,0.24,-2.22,-8.84,-3.60,2.73,,,,,,
505,2018:522730.000,32.31,,-0.39,0.72,3.56,-9.52,-3.67,3.08,,,,,,
506,2018:522730.000,,,,,,,,,,,,,,
507,2018:522730.000,32.31,,-0.11,0.84,0.41,-9.03,-3.27,2.86,,,,,,
508,,32.32,,2.14,1.18,-0.70,-8.74,-3.28,2.88,,,,,,
509,,32.33,,3.19,0.16,-2.28,-9.41,-3.59,3.12,,,,,,
510,2018:522731.000,32.32,,2.76,1.21,-0.73,-8.55,-2.99,2.89,,,,,,
511,2018:522731.000,,,,,,,,,,,,,,
512,2018:522731.000,,,,,,-8.82,-3.09,2.70,,,,,,
513,,32.32,,-1.81,1.48,5.42,-10.13,-3.55,3.32,,,,,,
514,,32.34,,-0.74,-1.44,-2.10,-8.56,-3.38,3.04,,,,,,
515,,32.32,,4.99,-1.51,-6.35,-8.52,-3.81,2.97,,,,,,
516,2018:522732.000,,,,,,,,,,,,,,
517,2018:522732.000,,,,,,,,,,,,,,
518,,32.31,,2.56,-0.49,-0.82,-8.70,-3.35,3.19,,,,,,
519,,32.31,,2.07,-1.34,-2.99,-9.20,-3.87,3.04,,,,,,
520,,32.33,,-1.04,-1.50,4.04,-9.51,-3.80,3.26,,,,,,
521,2018:522733.000,,,,,,,,,,,,,,
522,2018:522733.000,,,,,,,,,,,,,,
523,,32.33,,-1.10,0.42,3.83,-9.13,-3.58,3.01,,,,,,
524,,32.32,,0.40,1.50,-2.48,-9.42,-3.86,3.09,,,,,,
525,,32.32,,-0.88,2.38,4.51,-9.93,-3.08,3.06,,,,,,
526,2018:522734.000,,,,,,,,,,,,,,
527,2018:522734.000,,,,,,,,,,,,,,
528,,32.32,,-0.48,-1.05,-1.56,-9.38,-2.84,2.70,,,,,,
529,,32.33,,2.55,0.88,-6.20,-9.16,-3.27,2.80,,,,,,
530,,32.33,,0.05,-0.91,-1.64,-9.21,-3.36,3.00,,,,,,
531,2018:522735.000,,,,,,,,,,,,,,
532,2018:522735.000,,,,,,,,,,,,,,
533,,32.32,,-1.61,0.16,2.95,-9.61,-3.35,3.52,,,,,,
534,,32.32,,0.57,-2.28,-1.54,-9.14,-3.56,3.52,,,,,,
535,,32.33,,1.90,-1.69,-0.95,-8.90,-3.56,3.18,,,,,,
536,2018:522736.000,,,,,,,,,,,,,,
537,2018:522736.000,32.33,,2.01,-4.32,-2.60,-8.44,-3.73,3.20,,,,,,
538,2018:522736.000,32.31,,0.54,-1.11,0.36,-8.94,-3.95,3.39,,,,,,
539,,32.32,,1.86,-2.12,-1.63,-8.68,-3.82,3.32,,,,,,
540,,32.32,,0.95,-2.37,-2.58,-8.54,-3.90,3.16,,,,,,
541,2018:522737.000,32.32,,0.94,-1.34,-2.61,,,,,,,,,
542,2018:522737.000,,,,,,,,,,,,,,
543,2018:522737.000,32.31,,-1.47,1.59,3.52,-8.87,-3.55,3.01,,,,,,
544,,32.32,,1.08,0.09,-1.56,-8.82,-3.56,3.04,,,,,,
545,,32.33,,1.15,-0.84,-3.44,-8.68,-3.48,3.06,,,,,,
546,2018:522738.000,32.33,,-0.48,0.96,2.50,-9.56,-3.75,3.30,,,,,,
547,2018:522738.000,,,,,,,,,,,,,,
548,,32.32,,0.06,-0.27,1.33,-9.46,-3.68,3.08,,,,,,
549,,32.33,,0.21,-0.65,1.59,-9.53,-3.84,3.25,,,,,,
550,2018:522739.000,32.32,,0.73,0.21,-0.39,-9.04,-3.49,3.04,,,,,,
551,2018:522739.000,,,,,,,,,,,,,,
552,2018:522739.000,32.33,,-1.40,-0.28,2.64,-9.43,-3.73,3.06,,,,,,
553,,32.32,,-0.52,0.19,2.25,-8.74,-3.46,3.01,,,,,,
554,,32.33,,1.27,0.13,-3.52,-8.76,-3.52,2.86,,,,,,
555,2018:522740.000,32.34,,0.59,-0.42,0.16,-8.72,-3.46,2.96,,,,,,
556,2018:522740.000,,,,,,,,,,,,,,
557,2018:522740.000,32.33,,-0.47,-0.95,0.26,-8.77,-3.38,3.10,,,,,,
558,,32.33,,-1.85,0.51,3.37,-9.45,-3.62,3.28,,,,,,
559,2018:522741.000,32.34,,0.63,-0.71,1.02,-9.29,-3.29,3.17,,,,,,
560,2018:522741.000,,,,,,,,,,,,,,
561,2018:522741.000,32.34,,0.23,0.34,1.10,-9.49,-3.21,3.11,,,,,,
562,,32.33,,-0.72,-0.34,4.99,-9.51,-3.63,3.18,,,,,,
563,,32.33,,0.35,-1.71,-1.04,-8.74,-3.36,2.94,,,,,,
564,2018:522742.000,32.34,,1.83,-0.31,-2.76,-9.09,-3.64,3.15,,,,,,
565,2018:522742.000,,,,,,,,,,,,,,
566,2018:522742.000,,,,,,-9.62,-3.61,3.58,,,,,,
567,,32.33,,-0.52,-1.66,1.43,-9.63,-3.78,3.40,,,,,,
568,,32.34,,1.05,-1.91,-0.24,-9.54,-3.72,3.46,,,,,,
569,2018:522743.000,32.33,,0.79,-0.56,1.85,-8.91,-3.18,3.11,,,,,,
570,2018:522743.000,,,,,,,,,,,,,,
571,2018:522743.000,32.33,,-0.21,-0.95,2.16,-9.62,-3.27,3.34,,,,,,
572,,32.33,,0.14,-2.20,1.31,-9.91,-2.78,3.00,,,,,,
573,,32.32,,0.66,-2.87,0.03,-9.51,-2.42,3.05,,,,,,
574,,32.33,,0.73,-3.49,-0.87,-9.65,-2.76,3.09,,,,,,
575,2018:522744.000,,,,,,,,,,,,,,
576,2018:522744.000,32.33,,0.86,-1.43,-2.59,-9.32,-2.80,2.90,,,,,,
577,2018:522744.000,32.33,,-0.21,-1.66,0.61,-9.61,-3.18,3.08,,,,,,
578,,32.34,,0.08,-1.94,-0.43,-9.56,-3.10,3.07,,,,,,
579,,32.34,,-0.93,-1.04,4.28,-9.86,-2.86,3.33,,,,,,
580,2018:522745.000,,,,,,,,,,,,,,
581,2018:522745.000,,,,,,,,,,,,,,
582,,32.33,,0.53,0.01,0.14,-9.51,-2.83,2.76,,,,,,
583,,32.34,,1.76,-0.13,-1.23,-9.52,-2.52,2.87,,,,,,
584,,32.33,,0.79,-1.47,-2.04,-9.55,-2.68,2.79,,,,,,
585,2018:522746.000,32.32,,0.64,1.84,1.84,-9.81,-2.50,2.74,,,,,,
586,2018:522746.000,,,,,,,,,,,,,,
587,2018:522746.000,32.32,,0.43,-1.17,1.21,-9.65,-2.60,2.67,,,,,,
588,,32.32,,-4.97,-0.49,0.01,-9.38,-2.36,2.39,,,,,,
589,,32.33,,-1.33,6.71,4.08,-9.87,-2.35,2.29,,,,,,
590,2018:522747.000,32.32,,0.77,4.74,1.15,-9.43,-2.34,2.15,,,,,,
591,2018:522747.000,,,,,,,,,,,,,,
592,2018:522747.000,32.33,,0.44,10.25,-2.07,-9.84,-2.85,1.99,,,,,,
593,,32.32,,-3.39,10.03,11.39,-9.92,-2.99,2.21,,,,,,
594,,32.32,,-2.68,12.96,3.29,-9.34,-3.36,1.92,,,,,,
595,2018:522748.000,32.34,,-4.20,13.97,4.69,-9.71,-3.50,1.91,,,,,,
596,2018:522748.000,,,,,,,,,,,,,,
597,2018:522748.000,32.33,,-3.95,14.93,4.62,-9.66,-3.45,1.80,,,,,,
598,,32.34,,-2.79,16.90,2.28,-9.39,-3.53,1.63,,,,,,
599,,32.33,,-2.88,20.65,0.49,-9.41,-3.49,1.29,,,,,,
600,2018:522749.000,32.33,,-1.53,22.34,-0.09,-9.40,-3.44,1.44,,,,,,
601,2018:522749.000,,,,,,,,,,,,,,
602,2018:522749.000,32.33,,-1.54,22.98,4.64,-9.11,-3.35,1.39,,,,,,
603,,32.35,,-5.10,22.61,1.25,-9.55,-3.61,1.20,,,,,,
604,,32.33,,-30.17,17.82,3.15,-10.39,-5.16,2.41,,,,,,
605,2018:522750.000,32.35,,9.18,25.07,0.46,-8.90,-4.21,1.83,,,,,,
606,2018:522750.000,,,,,,,,,,,,,,
607,2018:522750.000,32.34,,-22.70,19.19,3.74,-9.35,-4.48,1.71,,,,,,
608,,32.33,,-1.68,19.54,12.36,-9.37,-4.82,2.01,,,,,,
609,,32.33,,-6.97,13.37,7.14,-8.79,-4.66,2.21,,,,,,
610,2018:522751.000,,,,,,,,,,,,,,
611,2018:522751.000,,,,,,,,,,,,,,
612,,32.33,,-2.36,7.44,2.99,-9.01,-4.39,2.53,,,,,,
613,,32.33,,0.22,7.59,-3.21,-8.84,-4.28,2.36,,,,,,
614,,32.34,,-0.94,5.00,2.45,-8.88,-4.25,2.60,,,,,,
615,2018:522752.000,,,,,,,,,,,,,,
616,2018:522752.000,,,,,,,,,,,,,,
617,,32.33,,-2.61,2.93,7.37,-9.04,-4.37,2.89,,,,,,
618,,32.34,,-1.38,2.58,0.08,-8.87,-4.31,2.70,,,,,,
619,2018:522753.000,32.35,,-0.53,3.22,1.69,-8.83,-4.21,2.86,,,,,,
620,2018:522753.000,,,,,,,,,,,,,,
621,2018:522753.000,32.34,,-1.60,1.59,1.21,-8.78,-4.35,2.80,,,,,,
622,,32.34,,-0.76,1.22,4.84,-9.15,-4.53,3.09,,,,,,
623,,32.34,,-2.20,3.70,-3.32,-8.88,-4.34,2.87,,,,,,
624,2018:522754.000,32.32,,2.04,1.32,3.63,-8.78,-4.44,2.95,,,,,,
625,2018:522754.000,,,,,,,,,,,,,,
626,2018:522754.000,32.34,,-3.82,2.26,3.77,-9.75,-4.13,2.65,,,,,,
627,,32.35,,-5.00,2.60,2.98,-9.62,-3.86,2.72,,,,,,
628,,32.33,,-13.31,3.48,4.25,-9.45,-4.38,3.09,,,,,,
629,2018:522755.000,,,,,,,,,,,,,,
630,2018:522755.000,32.34,,4.97,4.25,1.18,-8.83,-4.23,2.70,,,,,,
631,,32.34,,-2.31,2.66,13.27,-9.78,-4.69,3.09,,,,,,
632,,32.32,,12.53,4.40,-9.56,-8.70,-4.43,2.40,,,,,,
633,,32.33,,-8.19,1.95,4.48,-11.10,-4.85,3.62,,,,,,
634,2018:522756.000,,,,,,,,,,,,,,
635,2018:522756.000,32.33,,8.24,7.13,-1.64,-7.84,-4.01,2.55,,,,,,
636,,32.33,,-4.83,2.03,15.53,-9.18,-4.33,3.18,,,,,,
637,,32.33,,1.29,3.48,-3.12,-9.01,-4.29,2.90,,,,,,
638,2018:522757.000,32.34,,-5.58,4.52,1.31,-9.15,-4.04,2.91,,,,,,
639,2018:522757.000,,,,,,,,,,,,,,
640,2018:522757.000,32.34,,1.05,5.04,-2.33,-8.61,-3.69,2.63,,,,,,
641,,32.34,,-1.24,2.98,7.28,-9.16,-3.69,3.06,,,,,,
642,,32.33,,-2.95,-0.81,8.23,-9.21,-3.52,3.32,,,,,,
643,2018:522758.000,32.33,,-2.44,1.13,6.33,-9.48,-3.66,3.30,,,,,,
644,2018:522758.000,,,,,,,,,,,,,,
645,2018:522758.000,32.35,,-0.26,-0.57,2.84,-9.50,-3.67,3.35,,,,,,
646,,32.34,,0.01,-0.07,1.73,-9.29,-3.55,3.09,,,,,,
647,2018:522759.000,32.34,,0.14,-0.29,0.68,-9.38,-3.57,3.03,,,,,,
648,2018:522759.000,,,,,,,,,,,,,,
649,2018:522759.000,32.35,,-0.28,-0.38,2.81,-8.83,-3.37,2.91,,,,,,
650,,32.33,,-1.27,0.64,2.48,-9.05,-3.48,2.90,,,,,,
651,,32.34,,-1.94,-0.49,3.38,-9.25,-3.42,3.10,,,,,,
652,2018:522760.000,32.35,,1.45,0.74,-1.87,-9.25,-3.67,3.13,,,,,,
653,2018:522760.000,,,,,,,,,,,,,,
654,2018:522760.000,32.33,,0.21,-0.68,0.15,-9.02,-3.50,2.92,,,,,,
655,,32.35,,-0.89,-0.33,2.71,-9.50,-3.79,3.09,,,,,,
656,,32.34,,-1.28,-1.24,4.10,-9.67,-3.66,3.23,,,,,,
657,2018:522761.000,,,,,,,,,,,,,,
658,2018:522761.000,,,,,,-8.97,-3.54,3.01,,,,,,
659,,32.34,,-1.50,0.33,3.54,-9.18,-3.46,3.01,,,,,,
660,,32.34,,-1.05,1.15,4.36,-9.16,-3.51,3.07,,,,,,
661,,32.33,,2.36,0.22,-2.26,-8.84,-3.51,3.12,,,,,,
662,2018:522762.000,32.34,,-2.06,-0.76,4.65,,,,,,,,,
663,2018:522762.000,,,,,,,,,,,,,,
664,,32.34,,1.78,-3.02,-1.14,-8.69,-3.68,3.33,,,,,,
665,,32.35,,2.89,-7.98,-4.15,-9.19,-3.45,4.04,,,,,,
